epoch,accuracy,loss,f1_micro,f1_macro,f1_weighted
0,0.726973458700296,0.8146286643420656,0.7334201388888889,0.7013541028627919,0.7266757164719618
1,0.8976662054657936,0.29500963657887447,0.9092881944444444,0.885618278880914,0.9096276847852601
2,0.9195360511541366,0.20372256336009337,0.93515625,0.9111918838487731,0.9347158993283907
3,0.9439105103413264,0.1403756523478983,0.9542534722222222,0.9370938597453965,0.9543649284376039
