Wall time,Step,Value
1670465472.6765635,224,0.8266666531562805
1670465525.4120872,449,0.9056944251060486
1670465568.3174548,674,0.9390277862548828
1670465623.2783356,899,0.9511111378669739
1670465677.853742,1124,0.9623610973358154
1670465721.3143208,1349,0.9725000262260437
1670465764.9176686,1574,0.9787499904632568
1670465808.9610398,1799,0.9833333492279053
